Unnamed: 0,title,text,label
42025,Two People Die after Eating Raw-Milk Cheese Made in New York State - The New York Times,"Two people have died following an outbreak of listeria linked to a popular artisanal raw milk cheese made in upstate New York, the authorities said this week. The deaths occurred in Vermont and Connecticut, local officials said. Four other people in New York and Florida reported feeling sick after eating Ouleout, the artisanal cheese, which is produced by Vulto Creamery in Walton. Illnesses started on dates from Sept. 1 of last year to Jan. 22, the Food and Drug Administration said. All six people were hospitalized and two people died. Ouleout has been celebrated across the United States as much for its unusual back story as for its flavor: It was created by Jos Vulto, a Dutch artist linked to the Museum of Modern Art, who started making cheese in his apartment and aging it under a sidewalk in Brooklyn. Vulto Creamery, which produces Ouleout, said it was recalling the product, and, as a precautionary measure, three other soft     cheeses: Miranda, Heinennellie, and Willowemoc. “We are very busy working on this recall with F. D. A. and our customers,” the creamery said in an email without offering details on the cause of the outbreak. Listeria monocytogenes is a health risk often connected to unpasteurized dairy products. It can cause serious and sometimes fatal infections in young children, pregnant women and the elderly, the Public Health Department in Connecticut said. “Although healthy individuals may suffer only   symptoms such as high fever, severe headache, stiffness, nausea, abdominal pain and diarrhea, Listeria infection can cause miscarriages, stillbirths and fetal infection among pregnant women,” a statement said. Vulto Creamery began contacting clients on March 3, asking them to return purchases of Ouleout after being informed of a listeria strain in a sample, the health department said. It issued a recall on March 7 and extended it to the three other brands. The deaths highlighted concerns over safety regulations around artisanal cheese production in the United States, particularly around the   cheese segment, which   only about a decade ago, experts say. The outbreak has also revived a continuing debate between the virtues of   cheese, which aficionados say tastes better, and safety. Some customers swear only by   cheese. Europeans have eaten   cheese for hundreds of years. In France, for example, 15 percent of its cheese is made of unpasteurized milk, according to French agricultural statistics. The thinking is that when milk is cooked, or pasteurized, many of the   enzymes are destroyed. Ouleout, a soft   cheese that is aged for 60 days, “requires real craftsmanship” because it needs to retain a good amount of moisture even as it matures, said Carlos Yescas, program director at Oldways Cheese Coalition, a nonprofit organization that promotes artisanal cheese making. “Otherwise, the cheese will dry out really quickly. ”   cheese is made by washing and curing the cheese in beer and other solutions, helping create its pungent flavor. More than half of artisanal cheese produced in the United States is made of unpasteurized milk, Mr. Yescas said, adding that there are a number of ways in which the cheese could be contaminated. Listeria, he said, could originate from the wood boards used to age the cheese, the water supply or improper sanitation, like walking in dirty boots. “It’s hard to pinpoint,” Mr. Yescas said. In the United States, regulations on   cheese are less stringent than in Europe, where more steps are required to ensure that there is no contamination, he said. Here, there is only a single national standard for   cheese production, Mr. Yescas said, which requires that the cheese be aged for at least 60 days to block E. coli from developing. “We need to take a look again at the   rule and have a consensus with the scientific community, regulators and cheese producers,” Mr. Yescas said. Ouleout was an instant hit when it came out a few years ago. Mr. Vulto quickly earned a reputation among cheese lovers as an urban cheese maker “extraordinaire. ” Mr. Vulto came to the United States from the Netherlands in 1990, according to several media outlets specializing in cheese. He spent two years as an    at P. S. 1 in Queens, a contemporary art institution affiliated with the Museum of Modern Art in New York. He specialized in crafting abstract installations made of metal. His specialty involved “wrapping empty buildings in cloth and building contained fires of sawdust and hay inside,” according to Culture Cheese Mag. When the building started to emit smoke, the cloth absorbed an imprint of the building. Mr. Vulto called the technique “rooking,” a play on the Dutch word for smoke. In 2008, Mr. Vulto switched to cheese making, reportedly inspired by the stink caused by a carton of soured milk in his refrigerator. He began creating rudimentary cheese in his apartment, and gradually mastered the art by making and remaking new batches and studying techniques. To store and age the cheese, Mr. Vulto used a “crawlspace in the floor of his Williamsburg studio, which opened up under the sidewalk,” wrote Geoffrey Gray, a food writer. It was “too small for a person but the conditions were just right for aging cheese. ” Mr. Vulto eventually moved to Walton, near the Catskills, where he opened his cheese production facility.",0
56304,DUP blames Sinn Fein for Northern Ireland talks collapse,"BELFAST (Reuters) - A senior member of Northern Ireland s Democratic Unionist Party on Wednesday blamed rivals Sinn Fein for the collapse of talks on forming a power-sharing government and suggested the DUP would not compromise on the key issue of the Irish language.  In the first public statement from the DUP on the collapse of talks, member of parliament Gregory Campbell accused Sinn Fein of holding back government with  a narrow political agenda . Campbell suggested that the DUP would not accept Sinn Fein demands for additional rights and funding for Irish language speakers, the key sticking point in talks in recent weeks, saying it already receives ample public funding.   We cannot and will not be party to an agreement that elevates the Irish language not only above all others, but above health, education and other vital public services,  he said.  ",0
23174,"Exclusive: Former top Brazil prosecutor says successor, police chief slowing graft probes","BRASILIA (Reuters) - Three senior Brazilian law enforcement officials, including the former prosecutor general, said new leaders of the federal police and prosecutors  offices are curbing an anti-corruption drive that challenged centuries of impunity in Latin America s biggest country. Rodrigo Janot, who until mid-September was Brazil s prosecutor general and remains an influential senior prosecutor, told Reuters this week he believes that President Michel Temer, whom he charged on three different counts of corruption, appointed a new head of federal police specifically to  divert   graft investigations. Separately, two other senior law enforcement officials said that Raquel Dodge, Janot s replacement as prosecutor general, told some senior prosecutors in the capital Brasilia to shift away from corruption probes and stop talking publicly about anti-graft efforts. In a statement, the president s office said the police chief was appointed after consultations with the police force. It criticized any suggestions the new director would hinder investigations.  Only someone ill-informed or ill-intentioned could suppose that interference in investigations is possible,  Temer s office said. A spokeswoman for Dodge said the new prosecutor general was vigorously combating corruption on numerous fronts. Fernando Segovia, the new police director, in an email to Reuters said his office will strengthen the fight against corruption. Brazil s crackdown on graft in recent years led to dozens of convictions of senior politicians, government officials and corporate executives, inspiring many Brazilians to believe that a longstanding culture of impunity was changing.  It also helped spawn similar crackdowns elsewhere in Latin America. But in Brazil, where Congress recently shielded Temer from charges, some investigators and prosecutors say that elected officials are finding ways to outmaneuver them, especially as they seek, before elections next year, to retain seats that give them constitutional safeguards against prosecution. The sprawling nature of many of Brazil s inquiries, conducted by investigators in dozens of far-flung offices, would make any concerted effort to derail them difficult, corruption experts said. But Janot s dissent, and growing criticism expressed by other senior officials, reveal a growing rift at the top levels of Brazilian law enforcement at a time when some investigators believe Temer and Congressional allies are out to quash landmark investigations.  Now is the time to speak up,  Janot told Reuters,  so that all this effort will not have been in vain.  The effort, including  Operation Car Wash  and several other major investigations, involves probes into kickbacks by private construction firms to government officials and politicians in exchange for public works and other contracts. It uncovered billions of dollars worth of illicit payments and led to sharing of evidence with 40 other countries, many of which launched their own probes and convicted officials based on Brazilian investigators  findings. During a rare, two-hour interview in Brasilia, Janot was especially critical of Segovia s appointment to head the federal police, which spearheaded Car Wash and other investigations. The 61-year-old prosecutor, who stepped down as prosecutor general because the second of his two terms in the office expired in September, said he believes that  Segovia was named to complete a mission   to divert the focus of the investigations.  Janot cited public commentary made by the new police chief, including Segovia s criticism of prosecutors  investigations at a press conference shortly after he took office.  By the statements he has made, it appears he was selected for the mission to discredit the investigation,  Janot added. Segovia, 48, who has spent over two decades on the force, in the email said he seeks to  strengthen investigations of crimes against public coffers and involving corruption.   I have made clear in all my public statements that we will broaden and strengthen Operation Car Wash,  he added. The new police chief was appointed with strong support from Temer s ruling Brazilian Democratic Movement Party, or PMDB. His appointment surprised some within the federal police because Segovia has never held what is considered one of the force s major posts, according to other investigators and law enforcement experts. During a press conference on Nov. 20, ten days into the new job, Segovia criticized prosecutors for their case against Temer, calling it a rushed investigation. He belittled the evidence, including a video shot by federal police of a Temer aide accepting a bag with 500,000 reais ($150,000) in cash.  A single bag does not provide the criminal evidence needed,  Segovia said, prompting widespread scorn in Brazilian press and social media.  It cannot be denied that the statements made by the new director of the federal police were extremely unfortunate,  read an editorial in the Folha de S. Paulo, Brazil s largest newspaper, afterward. When Dodge took office on Sept 19, she was widely criticized by police, prosecutors and many others in Brazil for failing in a speech to acknowledge the historic  Car Wash  probe. The two senior law enforcement officials, who requested to remain anonymous, said that the new prosecutor general has told other prosecutors to shift their focus from graft. Dodge also told some prosecutors to stop using the word  corruption  so much in public, they said. The prosecutor general s spokeswoman did not respond to questions about whether Dodge told prosecutors to avoid the word  corruption  or whether she told prosecutors to de-emphasize graft cases. Janot declined to comment on Dodge s dealings with other prosecutors, saying he has a  professional and respectful  relationship with his successor. Although it is early in the tenure of both Dodge and Segovia, some prosecutors and police investigators say they are already seeing a significant slowdown in procedures necessary to pursue some cases. Janot, for instance, said Dodge s office has filed far less paperwork with Brazil s Supreme Court than would have been expected given the caseload when she took over. The paperwork is a key step in many big investigations because only the top court can authorize probes involving elected federal officials. A spokeswoman for the top court did not respond to a request for comment on the volume of the paperwork. Before his term expired, the prosecutor general s office this year sent an average of 302 requests related to the  Car Wash  corruption investigations to the Supreme Court each month, Janot said. Dodge s office said it had filed a total of 450 requests since she took office in mid-September, representing an average of 180 per month, or a roughly 40 percent drop. Some experts say it is too soon to know whether a shift away from corruption investigations is underway or even possible to orchestrate, particularly because of the number of investigators pursuing cases across Brazil. More time is needed, they say, to evaluate Dodge s administration.  Even if Dodge and Segovia were strategically appointed to stop or create delays in investigations, I doubt they would succeed because the process has become decentralized,  said Carlos Pereira, a professor of public administration at the Getulio Vargas Foundation in Rio de Janeiro and a leading expert on corruption. Still, those involved in ongoing cases are troubled by any prospect of a slowdown, particularly with national elections looming next October, which would prolong constitutional protections for many office-holders facing charges.  The risks increase exponentially as the elections approach,  said Carlos Lima, the top regional prosecutor in Curitiba, the southern city where the  Car Wash  investigations began. During his conversation with Reuters, Janot criticized Segovia s support from Temer and his allies, some of whom are also facing investigations and charges.  A person with close ties to these people   some under investigation, some charged   I cannot say if they should be allowed to run an institution of the size and importance of the federal police,  Janot said. In the email, Segovia said  I have no type of political or party ties with the PMDB or any other political party.  Temer, who has repeatedly denied any wrongdoing, staved off prosecution largely because allies in the lower house of Congress, which must authorize charges against a sitting president, voted against it. The vote outraged many Brazilians because some of those who voted against the charges in Congress are also being investigated. Temer will still face charges once he leaves federal elected office. The pushback is such that a Congressional committee is now investigating how federal prosecutors carried out their probe against Temer.  We re going to investigate those who have always investigated us,  said Carlos Marun, a PMDB Congressman and Temer ally, who danced on the lower house floor after it voted against sending the president for trial. Marun himself is facing a corruption trial in his home state of Mato Grosso do Sul. He has denied any wrongdoing. ",0
49262,U.S. intelligence chief says Russia involvement in 2016 election unprecedented,"WASHINGTON (Reuters) - U.S. Director of National Intelligence James Clapper said on Thursday that Russia has a “long history” of interfering in elections, but that U.S. officials had never encountered activity like its efforts during the 2016 U.S. campaign. “The Russians have a long history of interfering in elections. Theirs and other people’s... This goes back to the 60s, from the heyday of the Cold War,” he testified to the Senate Armed Services Committee. However, he added, “I don’t think we’ve ever encountered a more aggressive or direct campaign to interfere in our election process than we’ve seen in this case.”  ",0
19935,Macri's coalition poised to win key Argentina midterm vote: opinion polls,"BUENOS AIRES (Reuters) - Argentine President Mauricio Macri s business-friendly coalition is poised to win an important Senate seat in two weeks, opinion polls showed on Sunday, potentially damaging former populist President Cristina Fernandez s attempted comeback. Esteban Bullrich, formerly Macri s education minister, received 33.9 percent of voter intention in the contest for Buenos Aires province, home to about 40 percent of voters, according to a poll by consultancy Management & Fit seen by Reuters. Fernandez earned 29.6 percent of voter intention. Another poll by Poliarquia Consultores published in La Nacion newspaper showed Bullrich earning 37.7 percent of voter intention, compared to 35.2 percent for second-place Fernandez. A loss would diminish her chances of returning to the presidency in 2019. The Oct. 22 legislative elections will be closely watched by investors as a signal of Argentines  appetite to return to Fernandez s interventionist policies, and as an indication of Macri s ability to carry out the rest of his agenda.   The one who is weak is the Peronist party, the one who is expanding and getting more influence is the government,  Poliarquia director Alejandro Catterberg told Reuters.  Cristina is only really present in Buenos Aires.  While Macri s  Let s Change  coalition will not obtain a majority in either house of Congress, a strong performance would help in negotiations with opposition lawmakers over reforms to Argentina s tax code and capital markets regulations. The winner receives two seats for their coalition while the second-place finisher receives one, meaning Fernandez will likely enter the Senate either way. Moderate Peronist Sergio Massa is polling a distant third, the surveys showed. Since taking office in December 2015, Macri has introduced a number of reforms economists say were necessary to stabilize Latin America s No. 3 economy, including allowing the peso currency to float and cutting subsidies for energy consumption. Fernandez has criticized the measures during the campaign.  The opinion polls show Bullrich has gained momentum since narrowly losing an Aug. 13 primary. Government data shows the economy improving in recent months, while Macri s nationwide approval rating has risen to its highest level since early 2016 at 46.5 percent, according to Management & Fit. Its poll of 1,000 respondents in Buenos Aires was conducted between Sept. 30 and Oct. 3, and has a 3.1 percent margin of error. Poliarquia consulted 1,130 respondents between Oct. 3 and Oct. 6. It has a 2.97 percent margin of error. ",0
47170,¿Qué bolá? Obama jokes with Cuban humorist in video,"HAVANA (Reuters) - U.S. President Barack Obama tried out his comedic chops with some Spanish in a video he made with Cuban humorist Pánfilo ahead of a historic visit to Havana. Obama, who has won praise from professional comedians for his comic timing, is due to arrive in Cuba on Sunday. He shot a segment from the Oval Office in which he pretends to have a conversation with Pánfilo in Cuba. The two sides of the call were edited together in a video playing on the Havana U.S. embassy’s social media feeds and the YouTube channel of an official Cuban media outlet on Saturday. (bit.ly/1WyRvHZ) Pánfilo calls Washington looking for a weather forecast for Tuesday’s exhibition game between Cuba’s national baseball team and the Tampa Bay Rays, a game Obama will intend. Instead of getting the weather service he ends up on the phone with Obama, asking if he is really speaking with the president. “Yes, the real Obama. Who’s this?” the president says. “I’m Pánfilo from Cuba.” “The real Pánfilo? From the TV show?” Obama asks. Pánfilo is shocked the president knows him, and Obama pretends to be equally star struck. “No me digas. ¿Qué bolá?” Obama says in Cuban slang. (“You don’t say. What’s up?”) Pánfilo then engages the U.S. president in his trademark gentle social satire of Cuban life, joking about old cars and cramped living quarters. ",0
21714,Bolton on Susan Rice Scandal: Obama Needs to Be Asked What He Knew and When He Knew It,"On Thursday’s Breitbart News Daily, SiriusXM host Raheem Kassam asked John Bolton about allegations that former National Security Adviser Susan Rice abused intelligence resources to spy on President Obama’s political opponents, including Donald Trump’s 2016 presidential campaign. [“I think she absolutely deserves the opportunity to clear her name, under oath, before several congressional committees,” Bolton responded. “And probably so do a lot of other people in the Obama administration, right up to and including the president. ”  “You know the famous question that Sen. Howard Baker asked repeatedly during the Watergate hearings: ‘What did the president know, and when did he know it?’ That question needs to be put to Barack Obama,” he recommended. John Bolton is a former U. N. ambassador, senior fellow at the American Enterprise Institute, and head of the BoltonPAC political action committee. Breitbart News Daily airs on SiriusXM Patriot 125 weekdays from 6:00 a. m. to 9:00 a. m. Eastern. LISTEN: ",0
39140,Germany not mulling sanctions against U.S. after climate pact withdrawal,"BERLIN (Reuters) - The German government is not considering sanctions against the United States after U.S. President Donald Trump sparked outrage around the world by deciding to withdraw from the Paris climate agreement, a spokesman said. Asked what the German government thought about the idea of economic sanctions, spokesman Steffen Seibert said: “I think we can say that’s not part of the German government’s policy.” ",0
53893,NBC News Releases First Promo for ’Sunday Night with Megyn Kelly’ (Video),"NBC News has released the first promotional video for anchor Megyn Kelly’s Sunday night news magazine show, Sunday Night with Megyn Kelly. [The former Fox News star is set to debut at her new network on June 4 at 7 p. m. ET.   “Sharp, strong journalism, and the power of NBC News,” the promo promises. In addition to the Sunday night show, Kelly is set to host a daytime news show that will premiere later this fall. NBC cut an hour of its   Today to make room for Kelly, who reportedly turned down a   $100 million offer to remain at Fox News last year. Sunday Night with Megyn Kelly will have a limited run on NBC this summer and then return to a more regular schedule in the spring of 2018, after the conclusion of the Winter Olympics and Sunday Night Football.   Follow Daniel Nussbaum on Twitter: @dznussbaum ",0
23012,Japan's struggling opposition Democrats pick ex-foreign minister Maehara as leader,"TOKYO (Reuters) - Japan s struggling opposition Democratic Party elected former foreign minister Seiji Maehara to lead the party on Friday as it tries to raise its single-digit ratings and fend off a challenge by a new group with ties to popular Tokyo Governor Yuriko Koike. Maehara, 55, a conservative on security who shares Prime Minister Shinzo Abe s desire to revise the post-war, pacifist constitution, takes over amid speculation that Abe may call a snap general election later this year to refresh his mandate. Maehara previously held the Democrats  top post from 2005-2006.  If I were to refer now to a change in government, the people would say,  Whatever are you talking about?  But we must change this dangerous political situation where there are no choices except the (ruling) Liberal Democratic Party or hopes for something whose form is not yet known,  Maehara told his fellow party members. The party, an often fractious mix of conservatives and liberals, had to pick a new chief after its first female head, Renho, who goes by one name, quit having failed to capitalize on Abe s sagging ratings, eroded by suspected cronyism scandals and a perception he was complacent after 4-1/2 years in office. Abe s support has since rebounded off lows of under 30 percent in some polls, touching 46 percent in a survey by Nikkei business daily in late August. The novice Democratic Party surged to power in 2009, ousting the long-ruling LDP with promises to put individuals ahead of companies and address social inequalities. But many voters still have bad memories of its rule, which was plagued by infighting, policy flip-flops and unkept promises. Abe led the LDP to a huge victory in December 2012. The Democrats could face a new threat if efforts by backers of former LDP lawmaker Koike to create a new nationwide opposition party bear fruit. Her Tokyo Citizens First party dealt the LDP a historic defeat in a metropolitan assembly election last month, spurring talk it could evolve into a  Japan First  party to field candidates in a general election that must be held by late 2018.  Speculation is simmering that Abe could call a snap election as early as October, to take advantage of opposition disarray, though he d risk losing the ruling bloc s  super majority  in the lower house. Maehara defeated liberal rival Yukio Edano, a former chief cabinet secretary during the Democrats  days in power.   ",0
42237,Applications Open For the Yiannopoulos Privilege Grant - Breitbart,"Applications for the Yiannopoulos Privilege Grant, a college tuition grant created by Breitbart News Senior Editor MILO exclusively for white men, are now being accepted.[  “The Yiannopoulos Privilege Grant, launched by Milo Yiannopoulos and funded by Milo and private donors to provide college funding assistance to white males, is pleased to announce that applications for its pilot program are now being accepted to receive grants of $2, 500,” announced the grant in a post on Tuesday. “The application period will close on February 14th, 2017, and recipients will be announced on March 31st, 2017. Grant payments will be made directly to the recipient’s college or university immediately pending IRS approval. ” As well as announcing the acceptance of applications, MILO has also hired a new Selection Committee Chairman, Janet Bloomfield, to overview the applications which are to students who are “attending or accepted to a two year community college or a four year college or university. ” “My initiative to help white men further their education is now accepting applications. We’ve given it the brilliant name of the Yiannopoulos Privilege Grant,” declared MILO on stage during his show at Cal Poly State University on Tuesday. “No this isn’t a joke. ” “It started as a joke, but if you’re a women, or you’re black  …     If you’re disabled, or you’re Muslim, or a refugee  …     If you identify as an attack helicopter, you can get free money,” he continued. “But the facts say that actually it is young white boys who are educationally underprivileged. As educationally underprivileged as many other groups. So it did start as a joke, but nobody can resist the truth wrapped in a good joke, and there’s nothing better than doing good while annoying the left. It is my favorite thing. ” “So I, and a number of private donors, have created this thing  …     My goal is to help more men, no matter their major or political opinions, reach their educational goals. You can even major in gender studies, I don’t care,” MILO joked. “Now although it took longer than I anticipated to set up the privilege grant, I’m happy we’re now well on our way to help young men achieve their dreams. I hope everyone in the room applies, I hope everyone watching at home applies. ” “Men, as you may know, make up just 43% of America’s 20. 5 million college students,” explained MILO in conclusion. “Yet another way in which the feminist consensus about the oppressive patriarchy simply doesn’t bear any relation to the facts. And that number’s getting smaller. So it’s all very well for social justice warriors and progressives to cry and scream and talk about ‘changing things and making a difference and standing up,’ but then there are those of us who are actually doing something for, which now in higher education, is a minority group. ” You can apply for the Yiannopoulos Privilege Grant here. Charlie Nash is a reporter for Breitbart Tech. You can follow him on Twitter @MrNashington or like his page at Facebook.",0
9725,Thousands of Tunisians protest against Trump's Jerusalem decision,"TUNIS (Reuters) - Thousands of Tunisians protested in several cities on Thursday against U.S. President Donald Trump s recognition of Jerusalem as Israel s capital and decision to move the U.S. Embassy there, residents said. Labor unions and other groups have called for even bigger protests in the capital Tunis and other cities in the North African country after Friday prayers. Thursday s demonstrations went peacefully with several hundreds alone gathering in central Tunis, holding up Palestinian flags and banners, residents said. Protesters burned a U.S. flag and others stepped on images of Israeli flags.  Tunisia s President Beji Caid Essebsi sent a letter to Palestinian President Mahmoud Abbas condemning the U.S. decision, saying it undermined Palestinian rights, officials said. ",0
66224,The teachable moment of Saudi Arabia’s economic threat against the United States,"Back in the early days of the Great Recession, there was a lot of foreign policy pundit panic that China would somehow use its holdings of American debt as an economic lever to force Washington to kowtow to Beijing. Also back in those early days, I argued that this was nonsense. Seven years later, I like to occasionally bring up this fact, mostly because it’s one of the rare times I think I was unequivocally right.

Today, however, I’m bringing it up because we’ve just witnessed Saudi Arabia exercise a weak echo of that gambit. The New York Times’ Mark Mazzetti reported late last week that the Saudi government has warned U.S. officials about the economic repercussions of a bill moving through Congress:

Saudi Arabia has told the Obama administration and members of Congress that it will sell off hundreds of billions of dollars’ worth of American assets held by the kingdom if Congress passes a bill that would allow the Saudi government to be held responsible in American courts for any role in the Sept. 11, 2001, attacks. The Obama administration has lobbied Congress to block the bill’s passage, according to administration officials and congressional aides from both parties, and the Saudi threats have been the subject of intense discussions in recent weeks between lawmakers and officials from the State Department and the Pentagon. The officials have warned senators of diplomatic and economic fallout from the legislation.

The Los Angeles Times’ Michael Hiltzik provides some useful context behind Saudi concerns:

Since the Saudis long have been suspected of complicity in the attacks, it’s fair to say they’re the prime target of the legislation. But the Saudis’ immediate concern is that their U.S.-based assets could be frozen by a court for the lengthy period it would take for lawsuits for damages to make their way through the judicial system. That makes their representation about U.S. assets look a bit less like a threat than an expression of defensive strategy.

Regardless of the Saudi threat, the Obama administration’s resistance to this bill makes a bit more sense.

What’s interesting about all of this has been the American reaction to the revelation of the Saudi economic threat. Seven years ago, all China had to do was clear its throat on the matter and there were paroxysms of news coverage about threats to the U.S. economy.

This time around, there has been some minor hand-wringing, but most of the analyses have echoed what the New York Times’ Binyamin Appelbaum wrote about the threat:

If Saudi Arabia follows through on its recent threat to sell off its investments in the United States, the financial maneuver could be painful — mostly for Saudi Arabia…. Such a fire sale might roil financial markets or cause problems for companies that lost funding, but experts say it is hard to imagine a significant or lasting impact on the American economy. Global investors continue to shovel money into the United States; if the Saudis go, the experts say, others will take their place.

To elaborate a bit more, the current Saudi threat is way weaker than the implicit Chinese threat of seven years ago, because:

The one difference in the Saudis’ favor is that the kingdom is a U.S. ally, while China is viewed as a rival. This helps explain the administration’s position on this issue (though I suspect its concern is about the precedent this bill would set if it became law). The thing is, recent Obama interviews and news stories highlight the ways in which these ties are fraying. And the very fact that this threat got publicized is not going to improve U.S. attitudes toward Riyadh.

No, the most interesting thing about the revelation of this threat has been the lack of pundit panic in Washington. If anything, the response has been either a shrug of the shoulders or an insistence on calling the Saudi bluff.

Maybe this is just the fact that memories of 9/11 trump appraisals of economic statecraft. Or maybe, just maybe, Washington has learned not to panic as much about these kinds of empty threats.",0
18844,Egged off: EU summit venue switched after noxious fumes,"BRUSSELS (Reuters) - Toxic fumes from kitchen drains forced the European Union on Wednesday to switch the venue of its summit in Brussels less than 24 hours before leaders were due to begin the two-day meeting. The Europa Building, also known as  The Egg  and opened only in January amid controversy over its cost, was evacuated for the second time in a week on Wednesday after catering staff were taken ill due to fumes suspected to be leaking from the drains. As a  precautionary measure , the summit will now take place next door in the Justus Lipsius Building, an anonymous 1990s glass and stone-clad structure, which housed Europe s councils until the opening of the 321-million-euro ($378 million) Europa. The new building incorporates an exterior of jumbled salvaged window frames, a summit chamber painted a psychedelic patchwork, and an illuminated  lantern  containing several stories of offices that is visible from the street and known to locals as  Van Rompuy s Egg  after the Belgian former summit chair. About 20 kitchen staff were treated in hospital on Friday and an EU official said the Council and Belgian safety bodies were working on the assumption that Wednesday s incident was due to the same source. It was unclear how many staff were made ill on Wednesday.  Highlights of the summit are likely include an address by British Prime Minister Theresa May to the other 27 on her Brexit plans over dinner on Thursday and a statement to be agreed by the 27 on Friday that will demand London offer tens of billions of euros more on its withdrawal in 2019 if it wants to start negotiating a future relationship based on a free trade pact.   ",0
31329,"Iran's quake death toll rises to 530, more than 8,000 injured: IRNA","ANKARA (Reuters) - At least 530 people were killed in Iran s deadliest earthquake in more than a decade, state news agency IRNA reported on Tuesday, adding that more than 8,000 others were injured.  Iran said on Tuesday that rescue operations had ended in the western province of Kermanshah that was hit on Sunday by the  7.3-magnitude quake.  ",0
